1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-06-26, 9:26:00 AM,C,14
2018-06-26, 10:26:00 AM,C,13.5
2018-06-26, 11:26:00 AM,C,13.5
2018-06-26, 12:26:00 PM,C,13.5
2018-06-26, 1:26:00 PM,C,13.5
2018-06-26, 2:26:00 PM,C,14
2018-06-26, 3:26:00 PM,C,14.5
2018-06-26, 4:26:00 PM,C,15
2018-06-26, 5:26:00 PM,C,16
2018-06-26, 6:26:00 PM,C,18
2018-06-26, 7:26:00 PM,C,18
2018-06-26, 8:26:00 PM,C,16
2018-06-26, 9:26:00 PM,C,13.5
2018-06-26, 10:26:00 PM,C,13.5
2018-06-26, 11:26:00 PM,C,13
2018-06-27, 12:26:00 AM,C,13
2018-06-27, 1:26:00 AM,C,12.5
2018-06-27, 2:26:00 AM,C,13
2018-06-27, 3:26:00 AM,C,13
2018-06-27, 4:26:00 AM,C,13
2018-06-27, 5:26:00 AM,C,12
2018-06-27, 6:26:00 AM,C,12
2018-06-27, 7:26:00 AM,C,12.5
2018-06-27, 8:26:00 AM,C,13.5
2018-06-27, 9:26:00 AM,C,14
2018-06-27, 10:26:00 AM,C,14.5
2018-06-27, 11:26:00 AM,C,14
2018-06-27, 12:26:00 PM,C,13.5
2018-06-27, 1:26:00 PM,C,13.5
2018-06-27, 2:26:00 PM,C,14
2018-06-27, 3:26:00 PM,C,14
2018-06-27, 4:26:00 PM,C,15
2018-06-27, 5:26:00 PM,C,16
2018-06-27, 6:26:00 PM,C,18
2018-06-27, 7:26:00 PM,C,18.5
2018-06-27, 8:26:00 PM,C,16.5
2018-06-27, 9:26:00 PM,C,14.5
2018-06-27, 10:26:00 PM,C,14
2018-06-27, 11:26:00 PM,C,13.5
2018-06-28, 12:26:00 AM,C,13.5
2018-06-28, 1:26:00 AM,C,13.5
2018-06-28, 2:26:00 AM,C,13.5
2018-06-28, 3:26:00 AM,C,13.5
2018-06-28, 4:26:00 AM,C,13.5
2018-06-28, 5:26:00 AM,C,13
2018-06-28, 6:26:00 AM,C,13
2018-06-28, 7:26:00 AM,C,12.5
2018-06-28, 8:26:00 AM,C,13
2018-06-28, 9:26:00 AM,C,13.5
2018-06-28, 10:26:00 AM,C,14
