Date,Time,slev_m
17/05/2019,14:00,2.147
17/05/2019,15:00,2.69
17/05/2019,16:00,3.08
17/05/2019,17:00,3.185
17/05/2019,18:00,3.087
17/05/2019,19:00,2.921
17/05/2019,20:00,2.695
17/05/2019,21:00,2.428
17/05/2019,22:00,2.301
17/05/2019,23:00,2.441
18/05/2019,0:00,2.735
18/05/2019,1:00,3.022
18/05/2019,2:00,3.283
18/05/2019,3:00,3.492
18/05/2019,4:00,3.5
18/05/2019,5:00,3.198
18/05/2019,6:00,2.666
18/05/2019,7:00,2.051
18/05/2019,8:00,1.424
18/05/2019,9:00,0.838
18/05/2019,10:00,0.452
18/05/2019,11:00,0.43
18/05/2019,12:00,0.736
18/05/2019,13:00,1.193
18/05/2019,14:00,1.719
18/05/2019,15:00,2.327
18/05/2019,16:00,2.92
18/05/2019,17:00,3.294
18/05/2019,18:00,3.374
18/05/2019,19:00,3.278
18/05/2019,20:00,3.105
18/05/2019,21:00,2.839
18/05/2019,22:00,2.558
18/05/2019,23:00,2.467
19/05/2019,0:00,2.629
19/05/2019,1:00,2.879
19/05/2019,2:00,3.1
19/05/2019,3:00,3.301
19/05/2019,4:00,3.424
19/05/2019,5:00,3.302
19/05/2019,6:00,2.879
19/05/2019,7:00,2.277
19/05/2019,8:00,1.636
19/05/2019,9:00,1.013
19/05/2019,10:00,0.488
19/05/2019,11:00,0.231
19/05/2019,12:00,0.354
19/05/2019,13:00,0.762
19/05/2019,14:00,1.291
19/05/2019,15:00,1.895
19/05/2019,16:00,2.563
19/05/2019,17:00,3.151
19/05/2019,18:00,3.477
19/05/2019,19:00,3.527
19/05/2019,20:00,3.421
19/05/2019,21:00,3.213
19/05/2019,22:00,2.909
19/05/2019,23:00,2.643
20/05/2019,0:00,2.594
20/05/2019,1:00,2.743
20/05/2019,2:00,2.93
20/05/2019,3:00,3.098
20/05/2019,4:00,3.255
20/05/2019,5:00,3.287
20/05/2019,6:00,3.046
20/05/2019,7:00,2.547
20/05/2019,8:00,1.931
20/05/2019,9:00,1.305
20/05/2019,10:00,0.725
20/05/2019,11:00,0.297
20/05/2019,12:00,0.18
20/05/2019,13:00,0.421
20/05/2019,14:00,0.895
20/05/2019,15:00,1.471
20/05/2019,16:00,2.123
20/05/2019,17:00,2.801
20/05/2019,18:00,3.34
20/05/2019,19:00,3.605
20/05/2019,20:00,3.624
20/05/2019,21:00,3.493
20/05/2019,22:00,3.246
20/05/2019,23:00,2.93
21/05/2019,0:00,2.7
21/05/2019,1:00,2.673
21/05/2019,2:00,2.78
21/05/2019,3:00,2.91
21/05/2019,4:00,3.051
21/05/2019,5:00,3.163
21/05/2019,6:00,3.098
21/05/2019,7:00,2.771
21/05/2019,8:00,2.256
21/05/2019,9:00,1.673
21/05/2019,10:00,1.091
21/05/2019,11:00,0.58
21/05/2019,12:00,0.271
21/05/2019,13:00,0.281
21/05/2019,14:00,0.598
21/05/2019,15:00,1.1
21/05/2019,16:00,1.697
21/05/2019,17:00,2.359
21/05/2019,18:00,3
21/05/2019,19:00,3.463
21/05/2019,20:00,3.666
21/05/2019,21:00,3.653
21/05/2019,22:00,3.494
21/05/2019,23:00,3.225
22/05/2019,0:00,2.926
22/05/2019,1:00,2.731
22/05/2019,2:00,2.697
22/05/2019,3:00,2.757
22/05/2019,4:00,2.856
22/05/2019,5:00,2.977
22/05/2019,6:00,3.027
22/05/2019,7:00,2.878
22/05/2019,8:00,2.52
22/05/2019,9:00,2.043
22/05/2019,10:00,1.517
22/05/2019,11:00,0.995
22/05/2019,12:00,0.577
22/05/2019,13:00,0.39
22/05/2019,14:00,0.495
22/05/2019,15:00,0.846
22/05/2019,16:00,1.347
22/05/2019,17:00,1.938
22/05/2019,18:00,2.573
22/05/2019,19:00,3.142
22/05/2019,20:00,3.519
22/05/2019,21:00,3.666
22/05/2019,22:00,3.626
22/05/2019,23:00,3.448
23/05/2019,0:00,3.178
23/05/2019,1:00,2.903
23/05/2019,2:00,2.728
23/05/2019,3:00,2.673
23/05/2019,4:00,2.699
23/05/2019,5:00,2.781
23/05/2019,6:00,2.871
23/05/2019,7:00,2.854
23/05/2019,8:00,2.658
23/05/2019,9:00,2.326
23/05/2019,10:00,1.916
23/05/2019,11:00,1.454
23/05/2019,12:00,1.007
23/05/2019,13:00,0.698
23/05/2019,14:00,0.617
23/05/2019,15:00,0.777
23/05/2019,16:00,1.13
23/05/2019,17:00,1.612
23/05/2019,18:00,2.176
23/05/2019,19:00,2.752
23/05/2019,20:00,3.232
23/05/2019,21:00,3.529
23/05/2019,22:00,3.631
23/05/2019,23:00,3.57
24/05/2019,0:00,3.38
24/05/2019,1:00,3.112
24/05/2019,2:00,2.855
24/05/2019,3:00,2.683
24/05/2019,4:00,2.608
24/05/2019,5:00,2.612
24/05/2019,6:00,2.673
24/05/2019,7:00,2.723
24/05/2019,8:00,2.661
24/05/2019,9:00,2.472
24/05/2019,10:00,2.201
24/05/2019,11:00,1.862
24/05/2019,12:00,1.468
24/05/2019,13:00,1.113
24/05/2019,14:00,0.91
24/05/2019,15:00,0.905
24/05/2019,16:00,1.087
24/05/2019,17:00,1.425
24/05/2019,18:00,1.88
24/05/2019,19:00,2.398
24/05/2019,20:00,2.9
24/05/2019,21:00,3.291
24/05/2019,22:00,3.521
24/05/2019,23:00,3.588
25/05/2019,0:00,3.505
25/05/2019,1:00,3.296
25/05/2019,2:00,3.022
25/05/2019,3:00,2.769
25/05/2019,4:00,2.592
25/05/2019,5:00,2.498
25/05/2019,6:00,2.482
25/05/2019,7:00,2.522
25/05/2019,8:00,2.545
25/05/2019,9:00,2.481
25/05/2019,10:00,2.337
25/05/2019,11:00,2.139
25/05/2019,12:00,1.869
25/05/2019,13:00,1.551
25/05/2019,14:00,1.29
25/05/2019,15:00,1.171
25/05/2019,16:00,1.208
25/05/2019,17:00,1.394
25/05/2019,18:00,1.715
25/05/2019,19:00,2.136
25/05/2019,20:00,2.599
25/05/2019,21:00,3.025
25/05/2019,22:00,3.344
25/05/2019,23:00,3.521
26/05/2019,0:00,3.551
26/05/2019,1:00,3.429
26/05/2019,2:00,3.185
26/05/2019,3:00,2.895
26/05/2019,4:00,2.637
26/05/2019,5:00,2.448
26/05/2019,6:00,2.333
26/05/2019,7:00,2.304
26/05/2019,8:00,2.341
26/05/2019,9:00,2.371
26/05/2019,10:00,2.342
26/05/2019,11:00,2.265
26/05/2019,12:00,2.139
26/05/2019,13:00,1.935
26/05/2019,14:00,1.692
26/05/2019,15:00,1.507
26/05/2019,16:00,1.44
26/05/2019,17:00,1.497
26/05/2019,18:00,1.68
26/05/2019,19:00,1.982
26/05/2019,20:00,2.365
26/05/2019,21:00,2.775
26/05/2019,22:00,3.142
26/05/2019,23:00,3.405
27/05/2019,0:00,3.531
27/05/2019,1:00,3.504
27/05/2019,2:00,3.323
27/05/2019,3:00,3.032
27/05/2019,4:00,2.718
27/05/2019,5:00,2.446
27/05/2019,6:00,2.238
27/05/2019,7:00,2.115
27/05/2019,8:00,2.1
27/05/2019,9:00,2.167
27/05/2019,10:00,2.238
27/05/2019,11:00,2.268
27/05/2019,12:00,2.264
27/05/2019,13:00,2.205
27/05/2019,14:00,2.057
27/05/2019,15:00,1.869
27/05/2019,16:00,1.733
27/05/2019,17:00,1.69
27/05/2019,18:00,1.752
27/05/2019,19:00,1.93
27/05/2019,20:00,2.211
27/05/2019,21:00,2.561
27/05/2019,22:00,2.932
27/05/2019,23:00,3.257
28/05/2019,0:00,3.466
28/05/2019,1:00,3.523
28/05/2019,2:00,3.417
28/05/2019,3:00,3.162
28/05/2019,4:00,2.82
28/05/2019,5:00,2.477
28/05/2019,6:00,2.182
28/05/2019,7:00,1.968
28/05/2019,8:00,1.871
28/05/2019,9:00,1.912
28/05/2019,10:00,2.039
28/05/2019,11:00,2.171
28/05/2019,12:00,2.275
28/05/2019,13:00,2.346
28/05/2019,14:00,2.336
28/05/2019,15:00,2.219
28/05/2019,16:00,2.062
28/05/2019,17:00,1.947
28/05/2019,18:00,1.909
28/05/2019,19:00,1.966
28/05/2019,20:00,2.134
28/05/2019,21:00,2.4
28/05/2019,22:00,2.73
28/05/2019,23:00,3.076
29/05/2019,0:00,3.358
29/05/2019,1:00,3.497
29/05/2019,2:00,3.463
29/05/2019,3:00,3.26
29/05/2019,4:00,2.927
29/05/2019,5:00,2.534
29/05/2019,6:00,2.156
29/05/2019,7:00,1.85
29/05/2019,8:00,1.667
29/05/2019,9:00,1.648
29/05/2019,10:00,1.777
29/05/2019,11:00,1.98
29/05/2019,12:00,2.188
29/05/2019,13:00,2.376
29/05/2019,14:00,2.506
29/05/2019,15:00,2.513
29/05/2019,16:00,2.401
29/05/2019,17:00,2.255
29/05/2019,18:00,2.142
29/05/2019,19:00,2.091
29/05/2019,20:00,2.137
29/05/2019,21:00,2.305
29/05/2019,22:00,2.567
29/05/2019,23:00,2.885
30/05/2019,0:00,3.201
30/05/2019,1:00,3.423
30/05/2019,2:00,3.468
30/05/2019,3:00,3.321
30/05/2019,4:00,3.014
30/05/2019,5:00,2.604
30/05/2019,6:00,2.16
30/05/2019,7:00,1.759
30/05/2019,8:00,1.478
30/05/2019,9:00,1.384
30/05/2019,10:00,1.483
30/05/2019,11:00,1.713
30/05/2019,12:00,1.999
30/05/2019,13:00,2.297
30/05/2019,14:00,2.564
30/05/2019,15:00,2.718
30/05/2019,16:00,2.708
30/05/2019,17:00,2.586
30/05/2019,18:00,2.441
30/05/2019,19:00,2.313
30/05/2019,20:00,2.238
30/05/2019,21:00,2.285
30/05/2019,22:00,2.469
30/05/2019,23:00,2.733
31/05/2019,0:00,3.027
31/05/2019,1:00,3.294
31/05/2019,2:00,3.431
31/05/2019,3:00,3.359
31/05/2019,4:00,3.084
31/05/2019,5:00,2.672
31/05/2019,6:00,2.191
31/05/2019,7:00,1.708
31/05/2019,8:00,1.314
31/05/2019,9:00,1.115
31/05/2019,10:00,1.158
31/05/2019,11:00,1.391
31/05/2019,12:00,1.719
31/05/2019,13:00,2.098
31/05/2019,14:00,2.491
31/05/2019,15:00,2.807
31/05/2019,16:00,2.943
31/05/2019,17:00,2.898
31/05/2019,18:00,2.768
31/05/2019,19:00,2.614
31/05/2019,20:00,2.453
31/05/2019,21:00,2.364
31/05/2019,22:00,2.439
31/05/2019,23:00,2.65
01/06/2019,0:00,2.9
01/06/2019,1:00,3.147
01/06/2019,2:00,3.344
01/06/2019,3:00,3.375
01/06/2019,4:00,3.164
01/06/2019,5:00,2.754
01/06/2019,6:00,2.245
01/06/2019,7:00,1.709
01/06/2019,8:00,1.214
01/06/2019,9:00,0.875
01/06/2019,10:00,0.809
01/06/2019,11:00,1.013
01/06/2019,12:00,1.369
01/06/2019,13:00,1.793
01/06/2019,14:00,2.269
01/06/2019,15:00,2.739
01/06/2019,16:00,3.059
01/06/2019,17:00,3.147
01/06/2019,18:00,3.072
01/06/2019,19:00,2.937
01/06/2019,20:00,2.757
01/06/2019,21:00,2.565
01/06/2019,22:00,2.495
01/06/2019,23:00,2.621
02/06/2019,0:00,2.843
02/06/2019,1:00,3.049
02/06/2019,2:00,3.234
02/06/2019,3:00,3.35
02/06/2019,4:00,3.256
02/06/2019,5:00,2.89
02/06/2019,6:00,2.354
02/06/2019,7:00,1.772
02/06/2019,8:00,1.208
02/06/2019,9:00,0.737
02/06/2019,10:00,0.5
02/06/2019,11:00,0.595
02/06/2019,12:00,0.95
02/06/2019,13:00,1.41
02/06/2019,14:00,1.924
02/06/2019,15:00,2.49
02/06/2019,16:00,2.999
02/06/2019,17:00,3.282
02/06/2019,18:00,3.317
02/06/2019,19:00,3.225
02/06/2019,20:00,3.077
02/06/2019,21:00,2.862
02/06/2019,22:00,2.664
02/06/2019,23:00,2.648
03/06/2019,0:00,2.82
03/06/2019,1:00,3.016
03/06/2019,2:00,3.161
03/06/2019,3:00,3.286
03/06/2019,4:00,3.314
03/06/2019,5:00,3.076
03/06/2019,6:00,2.562
03/06/2019,7:00,1.932
03/06/2019,8:00,1.314
03/06/2019,9:00,0.752
03/06/2019,10:00,0.339
03/06/2019,11:00,0.233
03/06/2019,12:00,0.488
03/06/2019,13:00,0.963
03/06/2019,14:00,1.504
03/06/2019,15:00,2.097
03/06/2019,16:00,2.726
03/06/2019,17:00,3.231
03/06/2019,18:00,3.458
03/06/2019,19:00,3.45
03/06/2019,20:00,3.346
03/06/2019,21:00,3.174
03/06/2019,22:00,2.935
03/06/2019,23:00,2.765
04/06/2019,0:00,2.81
04/06/2019,1:00,2.99
04/06/2019,2:00,3.134
04/06/2019,3:00,3.227
04/06/2019,4:00,3.304
04/06/2019,5:00,3.23
04/06/2019,6:00,2.849
04/06/2019,7:00,2.226
04/06/2019,8:00,1.554
04/06/2019,9:00,0.934
04/06/2019,10:00,0.399
04/06/2019,11:00,0.068
04/06/2019,12:00,0.1
04/06/2019,13:00,0.485
04/06/2019,14:00,1.039
04/06/2019,15:00,1.638
04/06/2019,16:00,2.291
04/06/2019,17:00,2.949
04/06/2019,18:00,3.417
04/06/2019,19:00,3.584
04/06/2019,20:00,3.547
04/06/2019,21:00,3.427
04/06/2019,22:00,3.23
04/06/2019,23:00,2.987
05/06/2019,0:00,2.861
05/06/2019,1:00,2.938
05/06/2019,2:00,3.09
05/06/2019,3:00,3.182
05/06/2019,4:00,3.245
05/06/2019,5:00,3.273
05/06/2019,6:00,3.094
05/06/2019,7:00,2.605
05/06/2019,8:00,1.939
05/06/2019,9:00,1.276
05/06/2019,10:00,0.676
05/06/2019,11:00,0.185
05/06/2019,12:00,-0.048
05/06/2019,13:00,0.103
05/06/2019,14:00,0.572
05/06/2019,15:00,1.165
05/06/2019,16:00,1.799
05/06/2019,17:00,2.49
05/06/2019,18:00,3.142
05/06/2019,19:00,3.555
05/06/2019,20:00,3.669
05/06/2019,21:00,3.61
05/06/2019,22:00,3.472
05/06/2019,23:00,3.255
06/06/2019,0:00,3.02
06/06/2019,1:00,2.919
06/06/2019,2:00,2.99
06/06/2019,3:00,3.096
06/06/2019,4:00,3.156
06/06/2019,5:00,3.203
06/06/2019,6:00,3.179
06/06/2019,7:00,2.918
06/06/2019,8:00,2.39
06/06/2019,9:00,1.748
06/06/2019,10:00,1.124
06/06/2019,11:00,0.559
06/06/2019,12:00,0.131
06/06/2019,13:00,-0.006
06/06/2019,14:00,0.228
06/06/2019,15:00,0.729
06/06/2019,16:00,1.331
06/06/2019,17:00,1.983
06/06/2019,18:00,2.683
06/06/2019,19:00,3.3
06/06/2019,20:00,3.651
06/06/2019,21:00,3.724
06/06/2019,22:00,3.647
06/06/2019,23:00,3.49
07/06/2019,0:00,3.252
07/06/2019,1:00,3.012
07/06/2019,2:00,2.905
07/06/2019,3:00,2.942
07/06/2019,4:00,3.009
07/06/2019,5:00,3.053
07/06/2019,6:00,3.085
07/06/2019,7:00,3.021
07/06/2019,8:00,2.735
07/06/2019,9:00,2.242
07/06/2019,10:00,1.667
07/06/2019,11:00,1.098
07/06/2019,12:00,0.587
07/06/2019,13:00,0.236
07/06/2019,14:00,0.175
07/06/2019,15:00,0.446
07/06/2019,16:00,0.944
07/06/2019,17:00,1.538
07/06/2019,18:00,2.19
07/06/2019,19:00,2.87
07/06/2019,20:00,3.43
07/06/2019,21:00,3.721
07/06/2019,22:00,3.762
07/06/2019,23:00,3.666
08/06/2019,0:00,3.477
08/06/2019,1:00,3.203
08/06/2019,2:00,2.935
08/06/2019,3:00,2.798
08/06/2019,4:00,2.793
08/06/2019,5:00,2.828
08/06/2019,6:00,2.864
08/06/2019,7:00,2.889
08/06/2019,8:00,2.822
08/06/2019,9:00,2.577
08/06/2019,10:00,2.171
08/06/2019,11:00,1.684
08/06/2019,12:00,1.187
08/06/2019,13:00,0.751
08/06/2019,14:00,0.479
08/06/2019,15:00,0.465
08/06/2019,16:00,0.738
08/06/2019,17:00,1.216
08/06/2019,18:00,1.79
08/06/2019,19:00,2.418
08/06/2019,20:00,3.048
08/06/2019,21:00,3.542
08/06/2019,22:00,3.779
08/06/2019,23:00,3.787
09/06/2019,0:00,3.654
09/06/2019,1:00,3.411
09/06/2019,2:00,3.082
09/06/2019,3:00,2.771
09/06/2019,4:00,2.592
09/06/2019,5:00,2.545
09/06/2019,6:00,2.558
09/06/2019,7:00,2.595
09/06/2019,8:00,2.638
09/06/2019,9:00,2.618
09/06/2019,10:00,2.465
09/06/2019,11:00,2.172
09/06/2019,12:00,1.787
09/06/2019,13:00,1.38
09/06/2019,14:00,1.033
09/06/2019,15:00,0.825
09/06/2019,16:00,0.832
09/06/2019,17:00,1.092
09/06/2019,18:00,1.543
09/06/2019,19:00,2.082
09/06/2019,20:00,2.659
09/06/2019,21:00,3.222
09/06/2019,22:00,3.645
09/06/2019,23:00,3.825
10/06/2019,0:00,3.782
10/06/2019,1:00,3.583
10/06/2019,2:00,3.265
10/06/2019,3:00,2.873
10/06/2019,4:00,2.513
10/06/2019,5:00,2.288
10/06/2019,6:00,2.206
10/06/2019,7:00,2.213
10/06/2019,8:00,2.279
10/06/2019,9:00,2.376
10/06/2019,10:00,2.443
10/06/2019,11:00,2.408
10/06/2019,12:00,2.241
10/06/2019,13:00,1.967
10/06/2019,14:00,1.662
10/06/2019,15:00,1.4
10/06/2019,16:00,1.238
10/06/2019,17:00,1.252
10/06/2019,18:00,1.494
10/06/2019,19:00,1.907
10/06/2019,20:00,2.391
10/06/2019,21:00,2.9
10/06/2019,22:00,3.387
10/06/2019,23:00,3.733
11/06/2019,0:00,3.838
11/06/2019,1:00,3.713
11/06/2019,2:00,3.423
11/06/2019,3:00,3.023
11/06/2019,4:00,2.57
11/06/2019,5:00,2.163
11/06/2019,6:00,1.898
11/06/2019,7:00,1.803
11/06/2019,8:00,1.841
11/06/2019,9:00,1.969
11/06/2019,10:00,2.149
11/06/2019,11:00,2.325
11/06/2019,12:00,2.422
11/06/2019,13:00,2.382
11/06/2019,14:00,2.217
11/06/2019,15:00,2.005
11/06/2019,16:00,1.812
11/06/2019,17:00,1.682
11/06/2019,18:00,1.693
11/06/2019,19:00,1.908
11/06/2019,20:00,2.272
11/06/2019,21:00,2.689
11/06/2019,22:00,3.123
11/06/2019,23:00,3.528
12/06/2019,0:00,3.781
12/06/2019,1:00,3.785
12/06/2019,2:00,3.553
12/06/2019,3:00,3.165
12/06/2019,4:00,2.69
12/06/2019,5:00,2.184
12/06/2019,6:00,1.737
12/06/2019,7:00,1.456
12/06/2019,8:00,1.391
12/06/2019,9:00,1.502
12/06/2019,10:00,1.718
12/06/2019,11:00,1.995
12/06/2019,12:00,2.293
12/06/2019,13:00,2.523
12/06/2019,14:00,2.594
12/06/2019,15:00,2.514
12/06/2019,16:00,2.375
12/06/2019,17:00,2.233
12/06/2019,18:00,2.116
12/06/2019,19:00,2.109
12/06/2019,20:00,2.286
12/06/2019,21:00,2.597
12/06/2019,22:00,2.948
12/06/2019,23:00,3.306
13/06/2019,0:00,3.616
13/06/2019,1:00,3.759
13/06/2019,2:00,3.643
13/06/2019,3:00,3.299
13/06/2019,4:00,2.821
13/06/2019,5:00,2.285
13/06/2019,6:00,1.737
13/06/2019,7:00,1.271
13/06/2019,8:00,1.02
13/06/2019,9:00,1.04
13/06/2019,10:00,1.252
13/06/2019,11:00,1.562
13/06/2019,12:00,1.945
13/06/2019,13:00,2.369
13/06/2019,14:00,2.711
13/06/2019,15:00,2.853
13/06/2019,16:00,2.825
13/06/2019,17:00,2.736
13/06/2019,18:00,2.619
13/06/2019,19:00,2.486
13/06/2019,20:00,2.445
13/06/2019,21:00,2.586
13/06/2019,22:00,2.852
13/06/2019,23:00,3.142
14/06/2019,0:00,3.418
14/06/2019,1:00,3.627
14/06/2019,2:00,3.652
14/06/2019,3:00,3.418
14/06/2019,4:00,2.971
14/06/2019,5:00,2.421
14/06/2019,6:00,1.84
14/06/2019,7:00,1.271
14/06/2019,8:00,0.827
14/06/2019,9:00,0.662
14/06/2019,10:00,0.8
14/06/2019,11:00,1.118
14/06/2019,12:00,1.523
14/06/2019,13:00,2.018
14/06/2019,14:00,2.553
14/06/2019,15:00,2.96
14/06/2019,16:00,3.123
14/06/2019,17:00,3.118
14/06/2019,18:00,3.052
14/06/2019,19:00,2.92
14/06/2019,20:00,2.743
14/06/2019,21:00,2.669
14/06/2019,22:00,2.792
14/06/2019,23:00,3.023
15/06/2019,0:00,3.251
15/06/2019,1:00,3.446
15/06/2019,2:00,3.56
15/06/2019,3:00,3.477
15/06/2019,4:00,3.135
15/06/2019,5:00,2.603
15/06/2019,6:00,2.004
15/06/2019,7:00,1.399
15/06/2019,8:00,0.839
15/06/2019,9:00,0.467
15/06/2019,10:00,0.429
15/06/2019,11:00,0.694
15/06/2019,12:00,1.106
15/06/2019,13:00,1.603
15/06/2019,14:00,2.203
15/06/2019,15:00,2.809
15/06/2019,16:00,3.219
15/06/2019,17:00,3.364
15/06/2019,18:00,3.36
15/06/2019,19:00,3.282
15/06/2019,20:00,3.095
15/06/2019,21:00,2.868
15/06/2019,22:00,2.788
15/06/2019,23:00,2.911
16/06/2019,0:00,3.106
16/06/2019,1:00,3.27
16/06/2019,2:00,3.4
16/06/2019,3:00,3.438
16/06/2019,4:00,3.259
16/06/2019,5:00,2.824
16/06/2019,6:00,2.233
16/06/2019,7:00,1.61
16/06/2019,8:00,1.008
16/06/2019,9:00,0.496
16/06/2019,10:00,0.236
16/06/2019,11:00,0.339
16/06/2019,12:00,0.713
16/06/2019,13:00,1.204
16/06/2019,14:00,1.787
16/06/2019,15:00,2.463
16/06/2019,16:00,3.078
16/06/2019,17:00,3.441
16/06/2019,18:00,3.548
16/06/2019,19:00,3.523
16/06/2019,20:00,3.393
16/06/2019,21:00,3.137
16/06/2019,22:00,2.888
16/06/2019,23:00,2.834
17/06/2019,0:00,2.957
17/06/2019,1:00,3.107
17/06/2019,2:00,3.225
17/06/2019,3:00,3.315
17/06/2019,4:00,3.288
17/06/2019,5:00,3.019
17/06/2019,6:00,2.513
17/06/2019,7:00,1.896
17/06/2019,8:00,1.278
17/06/2019,9:00,0.706
17/06/2019,10:00,0.275
17/06/2019,11:00,0.15
17/06/2019,12:00,0.381
17/06/2019,13:00,0.835
17/06/2019,14:00,1.388
17/06/2019,15:00,2.038
17/06/2019,16:00,2.741
17/06/2019,17:00,3.309
17/06/2019,18:00,3.597
17/06/2019,19:00,3.657
17/06/2019,20:00,3.586
17/06/2019,21:00,3.385
17/06/2019,22:00,3.082
17/06/2019,23:00,2.855
18/06/2019,0:00,2.836
18/06/2019,1:00,2.943
18/06/2019,2:00,3.052
18/06/2019,3:00,3.151
18/06/2019,4:00,3.216
18/06/2019,5:00,3.119
18/06/2019,6:00,2.769
18/06/2019,7:00,2.227
18/06/2019,8:00,1.62
18/06/2019,9:00,1.029
18/06/2019,10:00,0.512
18/06/2019,11:00,0.191
18/06/2019,12:00,0.202
18/06/2019,13:00,0.532
18/06/2019,14:00,1.036
18/06/2019,15:00,1.632
18/06/2019,16:00,2.317
18/06/2019,17:00,2.993
18/06/2019,18:00,3.473
18/06/2019,19:00,3.678
18/06/2019,20:00,3.684
18/06/2019,21:00,3.553
18/06/2019,22:00,3.291
18/06/2019,23:00,2.985
19/06/2019,0:00,2.806
19/06/2019,1:00,2.807
19/06/2019,2:00,2.885
19/06/2019,3:00,2.974
19/06/2019,4:00,3.074
19/06/2019,5:00,3.102
19/06/2019,6:00,2.926
19/06/2019,7:00,2.523
19/06/2019,8:00,1.989
19/06/2019,9:00,1.419
19/06/2019,10:00,0.872
19/06/2019,11:00,0.435
19/06/2019,12:00,0.242
19/06/2019,13:00,0.374
19/06/2019,14:00,0.766
19/06/2019,15:00,1.293
19/06/2019,16:00,1.912
19/06/2019,17:00,2.591
19/06/2019,18:00,3.193
19/06/2019,19:00,3.565
19/06/2019,20:00,3.689
19/06/2019,21:00,3.639
19/06/2019,22:00,3.453
19/06/2019,23:00,3.162
20/06/2019,0:00,2.886
20/06/2019,1:00,2.75
20/06/2019,2:00,2.748
20/06/2019,3:00,2.803
20/06/2019,4:00,2.893
20/06/2019,5:00,2.984
20/06/2019,6:00,2.952
20/06/2019,7:00,2.711
20/06/2019,8:00,2.302
20/06/2019,9:00,1.811
20/06/2019,10:00,1.291
20/06/2019,11:00,0.809
20/06/2019,12:00,0.481
20/06/2019,13:00,0.418
20/06/2019,14:00,0.64
20/06/2019,15:00,1.059
20/06/2019,16:00,1.592
20/06/2019,17:00,2.209
20/06/2019,18:00,2.842
20/06/2019,19:00,3.338
20/06/2019,20:00,3.598
20/06/2019,21:00,3.649
20/06/2019,22:00,3.549
20/06/2019,23:00,3.323
21/06/2019,0:00,3.031
21/06/2019,1:00,2.791
21/06/2019,2:00,2.677
21/06/2019,3:00,2.663
21/06/2019,4:00,2.708
21/06/2019,5:00,2.799
21/06/2019,6:00,2.857
21/06/2019,7:00,2.763
21/06/2019,8:00,2.496
21/06/2019,9:00,2.125
21/06/2019,10:00,1.695
21/06/2019,11:00,1.237
21/06/2019,12:00,0.845
21/06/2019,13:00,0.642
21/06/2019,14:00,0.692
21/06/2019,15:00,0.966
21/06/2019,16:00,1.391
21/06/2019,17:00,1.918
21/06/2019,18:00,2.51
21/06/2019,19:00,3.059
21/06/2019,20:00,3.433
21/06/2019,21:00,3.592
21/06/2019,22:00,3.584
21/06/2019,23:00,3.442
22/06/2019,0:00,3.187
22/06/2019,1:00,2.9
22/06/2019,2:00,2.684
22/06/2019,3:00,2.578
22/06/2019,4:00,2.552
22/06/2019,5:00,2.593
22/06/2019,6:00,2.669
22/06/2019,7:00,2.685
22/06/2019,8:00,2.557
22/06/2019,9:00,2.313
22/06/2019,10:00,2.006
22/06/2019,11:00,1.641
22/06/2019,12:00,1.262
22/06/2019,13:00,0.982
22/06/2019,14:00,0.897
22/06/2019,15:00,1.025
22/06/2019,16:00,1.324
22/06/2019,17:00,1.745
22/06/2019,18:00,2.254
22/06/2019,19:00,2.79
22/06/2019,20:00,3.235
22/06/2019,21:00,3.493
22/06/2019,22:00,3.573
22/06/2019,23:00,3.514
23/06/2019,0:00,3.327
23/06/2019,1:00,3.042
23/06/2019,2:00,2.755
23/06/2019,3:00,2.551
23/06/2019,4:00,2.444
23/06/2019,5:00,2.409
23/06/2019,6:00,2.442
23/06/2019,7:00,2.502
23/06/2019,8:00,2.494
23/06/2019,9:00,2.377
23/06/2019,10:00,2.19
23/06/2019,11:00,1.953
23/06/2019,12:00,1.66
23/06/2019,13:00,1.373
23/06/2019,14:00,1.203
23/06/2019,15:00,1.207
23/06/2019,16:00,1.379
23/06/2019,17:00,1.687
23/06/2019,18:00,2.096
23/06/2019,19:00,2.569
23/06/2019,20:00,3.029
23/06/2019,21:00,3.369
23/06/2019,22:00,3.534
23/06/2019,23:00,3.548
24/06/2019,0:00,3.434
24/06/2019,1:00,3.192
24/06/2019,2:00,2.872
24/06/2019,3:00,2.58
24/06/2019,4:00,2.381
24/06/2019,5:00,2.268
24/06/2019,6:00,2.228
24/06/2019,7:00,2.261
24/06/2019,8:00,2.322
24/06/2019,9:00,2.33
24/06/2019,10:00,2.262
24/06/2019,11:00,2.146
24/06/2019,12:00,1.98
24/06/2019,13:00,1.763
24/06/2019,14:00,1.565
24/06/2019,15:00,1.476
24/06/2019,16:00,1.532
24/06/2019,17:00,1.725
24/06/2019,18:00,2.031
24/06/2019,19:00,2.414
24/06/2019,20:00,2.833
24/06/2019,21:00,3.216
24/06/2019,22:00,3.469
24/06/2019,23:00,3.558
25/06/2019,0:00,3.506
25/06/2019,1:00,3.322
25/06/2019,2:00,3.014
25/06/2019,3:00,2.659
25/06/2019,4:00,2.361
25/06/2019,5:00,2.16
25/06/2019,6:00,2.045
25/06/2019,7:00,2.016
25/06/2019,8:00,2.077
25/06/2019,9:00,2.174
