SP,ID,Tank,Treat,Stage,Length,Thickness,Linear_shell_growth,Total_weight,Submerged_weight,Died,Notes
Heron,HW72,16,12A,Final,40.38,3.23,3,9,4.28,,
Heron,HW87,16,12A,Final,27.46,1.02,14,3.7,1.74,,
Kwak,KB33,16,12A,Final,31.83,1.01,27,3,1.13,,
Kwak,KB67,16,12A,Final,46.31,1.1,52,8,2.76,,
Kwak,KB95,16,12A,Final,33.7,0.89,45,3,1,,
Kwak,KG01,16,12A,Final,40.84,0.53,29,5.6,1.85,,
Kwak,KG26,16,12A,Final,43.48,0.46,56,6.5,2.15,,
Kwak,KG57,16,12A,Final,34.36,0.59,39,3.7,1.17,,
Kwak,KG78,16,12A,Final,39.04,1.24,46,4.7,1.56,,
Pruth,PO19,16,12A,Final,31.67,0.93,14,4.4,1.82,,
Pruth,PO27,16,12A,Final,31.18,0.65,22,3.1,1.22,,
Pruth,PO57,16,12A,Final,30.93,0.92,17,3.5,1.38,,
Pruth,PO94,16,12A,Final,30.91,1.12,3,3.5,1.49,,
Pruth,PY09,16,12A,Final,33.72,0.25,33,4.2,1.58,,
Pruth,PY61,16,12A,Final,28.3,1.79,2,3.1,1.31,,
Pruth,PY74,16,12A,Final,31.79,0.93,18,3.9,1.46,,
Cedar,CB15,17,15L,Final,25.35,2.35,2,3.1,1.5,,
Cedar,CB29,17,15L,Final,39.63,0.98,27,8.9,4.06,,
Cedar,CB85,17,15L,Final,29.45,2.56,1,5.6,2.94,,
Cedar,CB96,17,15L,Final,34.02,0.52,34,4.8,2.08,,
Cedar,CO39,17,15L,Final,26.48,1.1,23,2.6,1.15,,
Cedar,CO50,17,15L,Final,33.92,3.57,2,6.7,3.27,,
Cedar,CO88,17,15L,Final,31.7,1.01,33,4.6,2.02,,
Heron,HG77,17,15L,Final,36.78,1.12,25,7.2,3.19,,
Heron,HW02,17,15L,Final,32.18,0.95,26,5.5,2.4,,
Heron,HW14,17,15L,Final,29.21,0.56,19,3.9,1.79,,
Heron,HW24,17,15L,Final,27.57,0.53,36,2.6,1.09,,
Heron,HW44,17,15L,Final,29.15,0.94,28,3.4,1.59,,
Heron,HW64,17,15L,Final,40.97,3.6,3,9.9,5.06,,
Heron,HW81,17,15L,Final,18.46,2.6,2,1.1,0.61,,
Kwak,KB04,17,15L,Final,35.76,0.3,56,3.7,1.27,,
Kwak,KB06,17,15L,Final,35.61,0.35,47,3.7,1.18,,
Kwak,KB36,17,15L,Final,33.54,0.13,38,3.4,1.16,,
Kwak,KG25,17,15L,Final,40.59,0.28,48,5.8,1.93,,
Kwak,KG52,17,15L,Final,38.97,0.4,47,5.4,1.5,,
Kwak,KG76,17,15L,Final,43.84,0.5,55,6.4,2.1,,
Kwak,KG90,17,15L,Final,33.45,0.58,45,3.5,1.1,,
Pruth,PO58,17,15L,Final,41.41,0.5,44,6.4,2.11,,
Pruth,PO60,17,15L,Final,34.55,0.82,25,4.2,1.6,,
Pruth,PO69,17,15L,Final,30.53,1.64,6,3.5,1.44,,
Pruth,PO97,17,15L,Final,35.49,0.56,33,5.2,2.23,,
Pruth,PY12,17,15L,Final,31.42,0.53,16,3.6,1.42,,
Pruth,PY15,17,15L,Final,35.58,0.75,20,4.9,1.97,,
Pruth,PY64,17,15L,Final,30.99,0.55,22,2.9,1.16,,
Cedar,CB06,18,22L,Final,33.8,3.64,0,5.1,2.55,,
Cedar,CB73,18,22L,Final,31.67,3.37,1,5.6,2.91,,
Cedar,CB88,18,22L,Final,34.25,4.1,0,6.9,3.48,,
Cedar,CB99,18,22L,Final,25.3,3.01,0,2.8,1.46,,
Cedar,CO09,18,22L,Final,21.67,3.04,1,1.9,0.99,,
Cedar,CO35,18,22L,Final,19.82,2.43,3,1.4,0.73,,
Cedar,CO92,18,22L,Final,30.52,1.32,12,4.9,2.47,,
Heron,HG28,18,22L,Final,28.29,0.69,33,,,,
Heron,HG41,18,22L,Final,30.32,3.01,2,4.5,2.25,,
Heron,HG68,18,22L,Final,35.16,3.76,3,7.4,3.71,,
Heron,HW20,18,22L,Final,30.52,2.57,0,4.7,2.38,,
Heron,HW31,18,22L,Final,29.28,3.73,3,4.7,2.46,,
Heron,HW56,18,22L,Final,23.89,3.47,0,2.4,1.31,,
Heron,HW91,18,22L,Final,22.7,2.96,1,2.1,1.1,,
Kwak,KB10,18,22L,Final,27.8,0.93,3,2.1,0.82,,
Kwak,KB11,18,22L,Final,25.5,1,4,2,0.86,,
Kwak,KB14,18,22L,Final,24.63,0.81,6,1.6,0.65,,
Kwak,KB56,18,22L,Final,28.99,0.9,1,2.5,0.94,,
Kwak,KB70,18,22L,Final,24.37,0.87,2,1.4,0.59,,
Kwak,KG13,18,22L,Final,31.3,0.69,7,3.2,1.23,,
Kwak,KG80,18,22L,Final,,,,,,,
Pruth,PO67,18,22L,Final,29.66,1.09,3,3,1.35,,
Pruth,PY22,18,22L,Final,28.12,1.26,4,2.7,1.16,,
Pruth,PY32,18,22L,Final,31.49,1.08,3,3.6,1.52,,
Pruth,PY63,18,22L,Final,30.37,1.65,2,3.7,1.58,,
Pruth,PY67,18,22L,Final,26.83,0.97,3,2.8,1.21,,
Pruth,PY79,18,22L,Final,27.58,1.13,5,2.3,1.04,,
Pruth,PY82,18,22L,Final,29.03,1.01,1,3.2,1.39,,
Cedar,CB27,19,22L,Final,26.85,3.08,0,3.3,1.79,,
Cedar,CB47,19,22L,Final,24.78,2.5,3,2.7,1.38,,
Cedar,CB58,19,22L,Final,,,,,,,
Cedar,CB67,19,22L,Final,23.95,2.75,0,2.5,1.29,,
Cedar,CB72,19,22L,Final,27.23,2.73,0,3,1.4,,
Cedar,CO30,19,22L,Final,19.23,0.95,3,1.5,0.78,,
Cedar,CO31,19,22L,Final,23.14,1.13,4,2.2,1.1,,
Heron,HG39,19,22L,Final,30.93,3.66,0,4.9,2.59,,
Heron,HG64,19,22L,Final,27.59,3.63,1,4.3,2.15,,
Heron,HW07,19,22L,Final,,,,,,,
Heron,HW49,19,22L,Final,,,,,,,
Heron,HW59,19,22L,Final,36.12,4.49,0,8,4.18,,
Heron,HW92,19,22L,Final,18.72,2.22,0,1.1,0.64,,
Heron,HW95,19,22L,Final,,,,,,,
Kwak,KB19,19,22L,Final,28.8,0.74,4,2.8,1.15,,
Kwak,KB35,19,22L,Final,29.83,1.06,4,2.7,1.08,,
Kwak,KB38,19,22L,Final,,,,,,,
Kwak,KB49,19,22L,Final,,,,,,,
Kwak,KB63,19,22L,Final,30.73,1.01,5,2.4,0.91,,
Kwak,KB68,19,22L,Final,24.95,0.68,3,1.6,0.65,,
Kwak,KG55,19,22L,Final,26.02,1.09,2,1.9,0.74,,
Pruth,PO36,19,22L,Final,30.91,0.9,1,3,1.32,,
Pruth,PO45,19,22L,Final,,,,,,,
Pruth,PO86,19,22L,Final,,,,,,,
Pruth,PY34,19,22L,Final,27.05,0.61,1,2.5,1.17,,
Pruth,PY36,19,22L,Final,,,,,,,
Pruth,PY73,19,22L,Final,,,,,,,
Pruth,PY76,19,22L,Final,32.37,0.96,1,3.5,1.45,,
Cedar,CB02,20,15L,Final,34.33,0.35,20,5.3,2.28,,
Cedar,CB05,20,15L,Final,31.44,0.38,19,4,1.89,,
Cedar,CB43,20,15L,Final,36.67,0.37,41,6.7,2.73,,
Cedar,CB61,20,15L,Final,33.77,0.31,22,6,2.75,,
Cedar,CB70,20,15L,Final,31.3,1.17,7,5.9,2.95,,
Cedar,CO37,20,15L,Final,27.92,0.29,23,2.6,1.12,,
Cedar,CY39,20,15L,Final,37.51,0.31,23,7.4,3.5,,
Heron,HG23,20,15L,Final,30.16,0.31,32,3.6,1.66,,
Heron,HG44,20,15L,Final,36.38,0.42,20,7.1,2.53,,
Heron,HG50,20,15L,Final,26.19,0.49,29,2.9,0.86,,
Heron,HG57,20,15L,Final,28.42,0.41,29,2.8,1.23,,
Heron,HW17,20,15L,Final,32.54,1.92,3,6.2,3.09,,
Heron,HW37,20,15L,Final,38.37,4.37,4,9.8,4.73,,
Heron,HW54,20,15L,Final,42.25,0.55,30,10.4,5.12,,
Kwak,KB21,20,15L,Final,39.92,0.2,40,5.5,1.85,,
Kwak,KB22,20,15L,Final,39.12,0.3,44,4.6,1.65,,
Kwak,KB24,20,15L,Final,29.58,0.3,54,4.8,1.56,,
Kwak,KB31,20,15L,Final,36.18,0.4,37,3.7,1.24,,
Kwak,KB65,20,15L,Final,38.73,0.4,53,4.9,1.65,,
Kwak,KB66,20,15L,Final,37.33,0.3,51,4.4,1.48,,
Kwak,KG70,20,15L,Final,39.14,0.2,46,4.3,1.41,,
Pruth,PO28,20,15L,Final,34.69,0.28,18,4,1.65,,
Pruth,PO34,20,15L,Final,42.43,0.19,60,5.8,1.83,,
Pruth,PO35,20,15L,Final,36.12,0.2,43,4.1,1.66,,
Pruth,PO65,20,15L,Final,29.9,0.28,21,2.6,1.05,,
Pruth,PO84,20,15L,Final,29.16,0.76,4,2.9,1.25,,
Pruth,PY11,20,15L,Final,35.33,0.34,44,3.7,1.42,,
Pruth,PY19,20,15L,Final,30.74,0.28,19,3.1,1.33,,
Cedar,CB04,21,15L,Final,32.41,0.46,17,5.2,2.41,,
Cedar,CB30,21,15L,Final,35.86,0.68,7,8,3.99,,
Cedar,CB91,21,15L,Final,30.26,0.24,33,3.7,1.55,,
Cedar,CB92,21,15L,Final,35.04,0.47,21,6.3,2.9,,
Cedar,CO12,21,15L,Final,34.47,0.59,9,6.9,3.32,,
Cedar,CO43,21,15L,Final,27.75,0.23,31,2.6,1.12,,
Cedar,CO93,21,15L,Final,33.5,0.3,32,5.8,2.6,,
Heron,HG51,21,15L,Final,25.74,0.57,3,2.6,1.25,,
Heron,HG60,21,15L,Final,28.27,0.44,38,3.1,1.3,,
Heron,HG76,21,15L,Final,36.51,0.54,32,6.4,2.83,,
Heron,HG92,21,15L,Final,29.98,0.35,19,4.8,2.24,,
Heron,HG94,21,15L,Final,33.92,0.4,31,4.7,1.99,,
Heron,HG95,21,15L,Final,35.26,0.72,22,5.9,2.64,,
Heron,HW65,21,15L,Final,40.89,4.58,2,9.7,4.57,,
Kwak,KB12,21,15L,Final,39.33,0.66,31,5.6,1.84,,
Kwak,KB34,21,15L,Final,40.67,0.46,50,5.5,1.82,,
Kwak,KB78,21,15L,Final,35.19,0.29,41,4.3,1.36,,
Kwak,KB91,21,15L,Final,35.79,0.41,31,4,1.48,,
Kwak,KG59,21,15L,Final,44.38,0.14,53,6.6,2.05,,
Kwak,KG86,21,15L,Final,37.62,0.2,39,4.6,1.46,,
Kwak,KG94,21,15L,Final,35.6,0.28,33,4,1.38,,
Pruth,PO26,21,15L,Final,36.28,0.46,30,4.2,1.66,,
Pruth,PO59,21,15L,Final,33.02,0.56,20,3.6,1.47,,
Pruth,PY13,21,15L,Final,34.32,0.21,20,4.3,1.61,,
Pruth,PY54,21,15L,Final,29.03,0.27,8,3.5,1.49,,
Pruth,PY56,21,15L,Final,35.67,0.29,20,4.4,1.68,,
Pruth,PY69,21,15L,Final,34.51,0.21,27,3.8,1.41,,
Pruth,PY94,21,15L,Final,36.94,0.21,22,4.8,1.72,,
Cedar,CB37,22,22L,Final,31.61,4.27,3,5.1,2.31,,
Cedar,CB56,22,22L,Final,28.4,2.89,0,4,1.92,,
Cedar,CB76,22,22L,Final,29.76,3.42,0,4.5,2.26,,
Cedar,CB95,22,22L,Final,21.97,2.51,0,2.3,1.08,,
Cedar,CO02,22,22L,Final,34.97,3.55,0,6.5,3.24,,
Cedar,CO25,22,22L,Final,30.05,3.33,0,4.6,2.18,,
Cedar,CO47,22,22L,Final,23.23,3.06,0,2.6,1.23,,
Heron,HG46,22,22L,Final,,,,,,,
Heron,HG58,22,22L,Final,20.22,2.7,1,1.8,0.85,,
Heron,HW21,22,22L,Final,,,,,,,
Heron,HW66,22,22L,Final,,,,,,,
Heron,HW79,22,22L,Final,38.78,3.82,2,9.1,4.59,,
Heron,HW80,22,22L,Final,33.06,3.18,1,6.4,3.1,,
Heron,HW86,22,22L,Final,33.36,3.01,1,4.8,2.37,,
Kwak,KB30,22,22L,Final,,,,,,,
Kwak,KB40,22,22L,Final,24.67,0.48,2,1.6,0.55,,
Kwak,KB58,22,22L,Final,28.51,0.41,7,2.4,0.84,,
Kwak,KB71,22,22L,Final,23.09,0.7,1,1.3,0.42,,
Kwak,KB80,22,22L,Final,32.11,0.47,9,2.9,1.04,,
Kwak,KG58,22,22L,Final,,,,,,,
Kwak,KG72,22,22L,Final,,,,,,,
Pruth,PO31,22,22L,Final,,,,,,,
Pruth,PO42,22,22L,Final,,,,,,,
Pruth,PO87,22,22L,Final,,,,,,,
Pruth,PY27,22,22L,Final,,,,,,,
Pruth,PY28,22,22L,Final,,,,,,,
Pruth,PY68,22,22L,Final,30.84,1.01,5,3.8,1.58,,
Pruth,PY71,22,22L,Final,,,,,,,
Cedar,CB32,23,22L,Final,29.37,3.32,2,4.5,2.29,,
Cedar,CB46,23,22L,Final,31.08,0.98,1,4.7,2.26,,
Cedar,CB78,23,22L,Final,24.64,2.86,2,,,,
Cedar,CO07,23,22L,Final,22.35,2.96,0,2.1,1.15,,
Cedar,CO16,23,22L,Final,24.91,3.26,0,,,,
Cedar,CO29,23,22L,Final,19.37,2.77,0,1.5,0.75,,
Cedar,CO41,23,22L,Final,19.42,2.58,0,1.4,0.74,,
Heron,HG93,23,22L,Final,19.5,2.55,2,1.2,0.64,,
Heron,HG98,23,22L,Final,31.29,3.41,1,,,,
Heron,HW03,23,22L,Final,30.17,3.88,2,4.8,2.45,,
Heron,HW39,23,22L,Final,,,,,,,
Heron,HW68,23,22L,Final,37.46,4.37,2,9,4.67,,
Heron,HW73,23,22L,Final,39.67,3.69,0,,,,
Heron,HW75,23,22L,Final,22.29,2.77,3,2,0.96,,
Kwak,KB43,23,22L,Final,28.03,0.91,2,2.4,0.93,,
Kwak,KB79,23,22L,Final,,,,,,,
Kwak,KB96,23,22L,Final,39.02,0.5,51,,,,
Kwak,KG53,23,22L,Final,25.71,0.8,1,,,,
Kwak,KG63,23,22L,Final,23.62,0.9,1,1.3,0.58,,
Kwak,KG79,23,22L,Final,,,,,,,
Kwak,KG89,23,22L,Final,,,,,,,
Pruth,PO09,23,22L,Final,,,,,,,
Pruth,PO29,23,22L,Final,29.83,0.89,7,3.2,1.35,,
Pruth,PO37,23,22L,Final,30.64,1.96,1,3.5,1.53,,
Pruth,PO76,23,22L,Final,,,,,,,
Pruth,PO93,23,22L,Final,30.2,1.6,1,3.3,1.38,,
Pruth,PY05,23,22L,Final,,,,,,,
Pruth,PY77,23,22L,Final,,,,,,,
Cedar,CB33,24,22L,Final,36.29,2.82,4,6.8,3.36,,
Cedar,CB38,24,15L,Final,36.64,0.83,9,8,3.79,,
Cedar,CB52,24,15L,Final,35.02,2.73,3,6.5,3.07,,
Cedar,CB86,24,15L,Final,29.46,1.94,4,4.8,2.34,,
Cedar,CO04,24,15L,Final,26.59,0.45,22,2.7,1.18,,
Cedar,CO08,24,15L,Final,34.67,0.48,34,6,2.65,,
Cedar,CY40,24,15L,Final,23.37,0.35,32,1.6,0.75,,
Heron,HG72,24,15L,Final,32.51,0.68,10,6.7,3.39,,
Heron,HW08,24,15L,Final,28.81,0.52,12,4.4,2.08,,
Heron,HW46,24,15L,Final,31.98,0.55,25,5.6,2.54,,
Heron,HW62,24,15L,Final,23.47,0.4,25,1.9,0.8,,
Heron,HW63,24,15L,Final,27.32,0.5,36,2.6,1.16,,
Heron,HW83,24,15L,Final,36.74,0.32,28,6,2.72,,
Heron,HY37,24,15L,Final,39.92,0.7,14,8.5,4.04,,
Kwak,KB45,24,15L,Final,35.86,0.56,50,4.5,1.38,,
Kwak,KB69,24,15L,Final,41.62,0.4,59,5.6,1.69,,
Kwak,KB86,24,15L,Final,36.43,0.32,51,4.1,1.35,,
Kwak,KG14,24,15L,Final,32.81,0.55,21,4,1.33,,
Kwak,KG17,24,15L,Final,38.05,0.32,30,4.3,1.49,,
Kwak,KG64,24,15L,Final,34.03,0.21,40,4.2,1.42,,
Kwak,KG96,24,15L,Final,39.02,0.5,51,4.8,1.38,,
Pruth,PO12,24,15L,Final,35.98,0.2,18,4.5,1.75,,
Pruth,PO63,24,15L,Final,31.09,0.47,14,3.4,1.32,,
Pruth,PO73,24,15L,Final,35.58,0.5,38,4.8,1.76,,
Pruth,PO88,24,15L,Final,29.92,1.43,6,4,1.73,,
Pruth,PO99,24,15L,Final,36.5,0.43,26,4.9,1.95,,
Pruth,PY04,24,15L,Final,33.72,0.3,20,3.6,1.39,,
Pruth,PY90,24,15L,Final,34.46,0.38,27,4.4,1.71,,
