1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F00000002A0F1C21
Is Mission Active?  true
Mission Start:  Wed Mar 20 13:57:00 PDT 2019
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1850
Total Samples:  153091
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2019-04-01, 2:57:00 AM,C,9.5
2019-04-01, 3:57:00 AM,C,9.5
2019-04-01, 4:57:00 AM,C,9.5
2019-04-01, 5:57:00 AM,C,9.5
2019-04-01, 6:57:00 AM,C,9.5
2019-04-01, 7:57:00 AM,C,9.5
2019-04-01, 8:57:00 AM,C,9.5
2019-04-01, 9:57:00 AM,C,9.5
2019-04-01, 10:57:00 AM,C,9.5
2019-04-01, 11:57:00 AM,C,9.5
2019-04-01, 12:57:00 PM,C,9.5
2019-04-01, 1:57:00 PM,C,10
2019-04-01, 2:57:00 PM,C,10.5
2019-04-01, 3:57:00 PM,C,10
2019-04-01, 4:57:00 PM,C,10.5
2019-04-01, 5:57:00 PM,C,10
2019-04-01, 6:57:00 PM,C,10.5
2019-04-01, 7:57:00 PM,C,10.5
2019-04-01, 8:57:00 PM,C,10.5
2019-04-01, 9:57:00 PM,C,10
2019-04-01, 10:57:00 PM,C,10
2019-04-01, 11:57:00 PM,C,10
2019-04-02, 12:57:00 AM,C,10
2019-04-02, 1:57:00 AM,C,10
2019-04-02, 2:57:00 AM,C,10
2019-04-02, 3:57:00 AM,C,10
2019-04-02, 4:57:00 AM,C,10
2019-04-02, 5:57:00 AM,C,10
2019-04-02, 6:57:00 AM,C,9.5
2019-04-02, 7:57:00 AM,C,9.5
2019-04-02, 8:57:00 AM,C,10
2019-04-02, 9:57:00 AM,C,10
2019-04-02, 10:57:00 AM,C,10
2019-04-02, 11:57:00 AM,C,10
2019-04-02, 12:57:00 PM,C,10
2019-04-02, 1:57:00 PM,C,10
2019-04-02, 2:57:00 PM,C,10
2019-04-02, 3:57:00 PM,C,10
2019-04-02, 4:57:00 PM,C,10
2019-04-02, 5:57:00 PM,C,10.5
2019-04-02, 6:57:00 PM,C,10.5
2019-04-02, 7:57:00 PM,C,10.5
2019-04-02, 8:57:00 PM,C,10.5
2019-04-02, 9:57:00 PM,C,10.5
2019-04-02, 10:57:00 PM,C,10.5
2019-04-02, 11:57:00 PM,C,10
2019-04-03, 12:57:00 AM,C,10
2019-04-03, 1:57:00 AM,C,10
2019-04-03, 2:57:00 AM,C,10
2019-04-03, 3:57:00 AM,C,10
2019-04-03, 4:57:00 AM,C,10
2019-04-03, 5:57:00 AM,C,9.5
2019-04-03, 6:57:00 AM,C,10
2019-04-03, 7:57:00 AM,C,10
2019-04-03, 8:57:00 AM,C,10
2019-04-03, 9:57:00 AM,C,10
2019-04-03, 10:57:00 AM,C,10
2019-04-03, 11:57:00 AM,C,10
2019-04-03, 12:57:00 PM,C,10
2019-04-03, 1:57:00 PM,C,10
2019-04-03, 2:57:00 PM,C,10
2019-04-03, 3:57:00 PM,C,10
2019-04-03, 4:57:00 PM,C,10
2019-04-03, 5:57:00 PM,C,10
2019-04-03, 6:57:00 PM,C,10
2019-04-03, 7:57:00 PM,C,10
2019-04-03, 8:57:00 PM,C,10
2019-04-03, 9:57:00 PM,C,10
2019-04-03, 10:57:00 PM,C,10
2019-04-03, 11:57:00 PM,C,10
2019-04-04, 12:57:00 AM,C,10
2019-04-04, 1:57:00 AM,C,10
