Date/Time,Unit,Value,
2019-05-28, 12:43:00 AM,C,13
2019-05-28, 1:43:00 AM,C,13
2019-05-28, 2:43:00 AM,C,13.5
2019-05-28, 3:43:00 AM,C,13
2019-05-28, 4:43:00 AM,C,13
2019-05-28, 5:43:00 AM,C,13
2019-05-28, 6:43:00 AM,C,13
2019-05-28, 7:43:00 AM,C,13
2019-05-28, 8:43:00 AM,C,13
2019-05-28, 9:43:00 AM,C,13
2019-05-28, 10:43:00 AM,C,13.5
2019-05-28, 11:43:00 AM,C,13.5
2019-05-28, 12:43:00 PM,C,14.5
2019-05-28, 1:43:00 PM,C,14.5
2019-05-28, 2:43:00 PM,C,14.5
2019-05-28, 3:43:00 PM,C,15
2019-05-28, 4:43:00 PM,C,15
2019-05-28, 5:43:00 PM,C,13.5
2019-05-28, 6:43:00 PM,C,13
2019-05-28, 7:43:00 PM,C,12
2019-05-28, 8:43:00 PM,C,12
2019-05-28, 9:43:00 PM,C,12
2019-05-28, 10:43:00 PM,C,13
2019-05-28, 11:43:00 PM,C,13
2019-05-29, 12:43:00 AM,C,13
2019-05-29, 1:43:00 AM,C,13
2019-05-29, 2:43:00 AM,C,13
2019-05-29, 3:43:00 AM,C,13
2019-05-29, 4:43:00 AM,C,13
2019-05-29, 5:43:00 AM,C,13
2019-05-29, 6:43:00 AM,C,13
2019-05-29, 7:43:00 AM,C,12
2019-05-29, 8:43:00 AM,C,12
2019-05-29, 9:43:00 AM,C,13
2019-05-29, 10:43:00 AM,C,13
2019-05-29, 11:43:00 AM,C,13.5
2019-05-29, 12:43:00 PM,C,13.5
2019-05-29, 1:43:00 PM,C,14
2019-05-29, 2:43:00 PM,C,15
2019-05-29, 3:43:00 PM,C,14
2019-05-29, 4:43:00 PM,C,14
2019-05-29, 5:43:00 PM,C,14
2019-05-29, 6:43:00 PM,C,13.5
2019-05-29, 7:43:00 PM,C,13
2019-05-29, 8:43:00 PM,C,12.5
2019-05-29, 9:43:00 PM,C,12.5
2019-05-29, 10:43:00 PM,C,12.5
2019-05-29, 11:43:00 PM,C,12.5
2019-05-30, 12:43:00 AM,C,12.5
2019-05-30, 1:43:00 AM,C,12.5
2019-05-30, 2:43:00 AM,C,12.5
2019-05-30, 3:43:00 AM,C,12.5
2019-05-30, 4:43:00 AM,C,12.5
2019-05-30, 5:43:00 AM,C,12.5
2019-05-30, 6:43:00 AM,C,12.5
2019-05-30, 7:43:00 AM,C,12.5
2019-05-30, 8:43:00 AM,C,12
2019-05-30, 9:43:00 AM,C,13
2019-05-30, 10:43:00 AM,C,13
2019-05-30, 11:43:00 AM,C,13.5
2019-05-30, 12:43:00 PM,C,14
2019-05-30, 1:43:00 PM,C,14
2019-05-30, 2:43:00 PM,C,15
2019-05-30, 3:43:00 PM,C,14.5
2019-05-30, 4:43:00 PM,C,15
2019-05-30, 5:43:00 PM,C,15
2019-05-30, 6:43:00 PM,C,14
2019-05-30, 7:43:00 PM,C,13
2019-05-30, 8:43:00 PM,C,12.5
2019-05-30, 9:43:00 PM,C,13
2019-05-30, 10:43:00 PM,C,13
2019-05-30, 11:43:00 PM,C,11.5
2019-05-31, 12:43:00 AM,C,13
2019-05-31, 1:43:00 AM,C,13
2019-05-31, 2:43:00 AM,C,13
2019-05-31, 3:43:00 AM,C,13
2019-05-31, 4:43:00 AM,C,13
2019-05-31, 5:43:00 AM,C,11.5
2019-05-31, 6:43:00 AM,C,11
2019-05-31, 7:43:00 AM,C,12.5
2019-05-31, 8:43:00 AM,C,13
2019-05-31, 9:43:00 AM,C,12
2019-05-31, 10:43:00 AM,C,11
